4	49	3	24	30	18	26	42	22	28	19	23	29	10	9	8	81	13	7	25	33	20	11	65	34	12	117	
18	133	17	49	47	10	12	36	5	21	48	13	22	23	44	7	9	34	134	11	6	14	3	8	28	4	29	
14	13	9	165	3	71	8	6	24	10	4	32	11	74	94	37	39	18	15	47	7	5	95	19	16	29	17	
17	16	20	11	9	36	19	39	5	22	10	6	7	8	14	13	74	55	18	12	48	38	3	43	28	4	29	
68	3	23	5	34	56	45	17	10	4	6	11	7	15	20	19	55	26	24	35	18	72	8	27	25	9	51	
17	32	16	7	22	31	9	5	15	3	12	6	20	21	46	30	45	101	33	8	51	4	82	44	38	14	84	
158	6	27	19	33	5	8	36	26	18	34	49	41	42	32	22	84	4	7	30	9	35	43	23	3	24	25	
15	19	9	68	3	18	47	8	13	10	23	32	21	85	6	5	37	29	16	4	46	11	7	30	42	12	27	
13	12	5	16	8	11	4	65	61	6	38	45	7	47	86	10	23	21	3	9	43	35	49	22	20	50	51	
20	11	19	36	10	46	71	4	14	53	155	15	54	8	7	6	30	65	12	42	5	16	3	29	13	17	33	
28	32	10	19	36	31	12	5	9	33	20	18	34	35	3	30	22	15	11	40	6	21	4	16	7	25	8	
75	229	14	27	32	5	37	13	10	15	28	11	39	83	20	19	4	49	78	6	18	12	3	50	7	22	8	
9	32	8	31	26	23	7	29	5	10	24	30	20	50	49	38	22	79	15	47	6	11	21	77	96	12	3	
32	31	6	51	3	40	5	11	44	33	41	9	13	14	18	17	20	28	7	4	45	10	19	21	53	27	107	
16	15	30	14	12	24	32	3	29	78	13	4	122	10	9	18	80	8	17	27	33	5	21	81	28	6	7	
72	59	16	70	30	48	5	3	22	35	49	76	81	28	11	66	10	8	17	31	4	36	12	9	7	39	19	
25	5	8	10	4	16	7	54	23	9	50	41	27	3	20	186	83	15	6	17	92	13	21	222	18	14	35	
5	47	4	120	50	12	38	3	9	48	33	41	42	17	16	11	22	15	6	13	10	34	18	21	7	19	8	
9	27	8	36	48	3	85	12	7	10	37	35	17	47	32	23	19	31	28	4	22	11	18	20	5	43	6	
48	47	14	36	34	31	16	9	13	62	32	10	33	69	7	30	54	3	15	44	25	11	8	4	22	5	23	
36	35	9	24	34	6	8	28	72	30	13	73	14	59	19	11	21	5	10	7	49	3	15	27	38	4	17	
98	35	11	34	38	49	10	8	14	36	55	22	27	28	6	17	3	79	12	50	9	23	7	4	13	19	20	
47	46	31	25	14	39	179	23	8	32	3	24	4	13	12	27	38	11	48	26	9	41	5	28	10	6	7	
29	25	28	3	51	54	27	7	38	33	55	8	9	10	45	5	65	16	26	4	59	34	13	6	156	14	15	
27	26	5	14	8	53	23	38	4	6	32	24	7	41	20	16	52	19	28	9	46	66	37	17	10	3	44	
14	47	13	10	38	106	12	5	8	15	20	9	21	3	26	25	89	36	49	11	6	16	4	51	7	28	29	
41	18	31	8	83	12	28	6	21	32	76	7	33	69	4	3	16	11	19	9	22	46	5	15	10	47	24	
10	9	5	50	37	8	4	28	19	39	51	25	26	36	35	7	53	81	3	33	23	40	27	68	18	69	85	
3	29	36	39	25	33	13	11	54	4	26	23	5	20	19	32	48	9	31	34	12	64	6	10	17	7	8	
54	12	24	4	11	16	68	37	23	25	5	3	87	88	10	18	7	15	13	17	48	6	95	8	14	46	22	
16	15	11	32	51	14	4	43	10	34	76	5	6	21	20	13	78	37	3	46	25	35	7	42	47	8	9	
41	4	26	3	47	16	55	8	11	5	36	12	6	32	62	19	34	15	18	54	9	13	7	20	10	14	22	
28	27	70	37	16	22	39	6	69	83	23	7	8	4	3	18	11	14	29	17	40	64	5	12	30	13	68	
13	34	12	24	33	50	69	5	8	3	41	9	32	106	17	26	16	38	55	25	6	4	18	20	7	29	57	
18	7	32	16	11	6	28	3	51	33	15	29	101	102	10	5	46	23	8	12	4	30	78	21	50	22	67	
25	30	24	33	17	42	9	3	7	32	18	12	16	106	28	27	116	21	26	110	4	13	39	22	5	20	6	
52	17	8	16	14	58	31	23	7	64	15	12	3	88	39	19	21	38	9	69	48	33	4	20	10	5	6	
61	38	14	40	37	20	6	17	4	15	49	30	52	53	10	19	32	9	56	21	5	16	11	33	8	12	3	
4	3	15	12	10	26	14	7	41	5	11	8	9	68	31	81	25	18	16	13	120	6	32	19	17	33	29	
127	68	50	31	101	21	9	7	18	61	22	10	23	15	5	20	4	13	51	32	8	11	3	56	36	12	37	
3	88	24	19	87	11	13	34	45	28	18	35	29	30	86	6	66	10	5	12	14	38	33	7	15	8	9	
13	36	12	73	20	35	15	11	31	39	138	59	3	7	6	17	5	48	14	21	16	56	4	10	46	30	47	
34	4	19	3	25	16	18	32	9	20	58	56	21	22	78	6	53	15	5	17	10	31	76	7	39	8	14	
33	10	14	9	106	27	16	13	7	3	88	8	4	37	36	26	60	48	15	28	25	12	5	61	79	6	52	
12	38	11	113	5	8	10	66	22	14	26	136	27	43	4	3	29	17	40	6	23	15	28	18	79	16	20	
48	14	11	13	19	28	10	23	5	12	36	31	45	109	18	21	27	17	15	20	6	26	110	22	7	3	4	
24	23	33	28	8	15	26	32	12	30	3	27	4	5	79	14	62	18	25	9	13	31	38	61	10	39	11	
23	38	5	37	14	31	4	17	21	9	15	51	52	13	12	46	11	30	3	32	18	10	54	47	19	84	20	
27	61	26	85	5	11	126	25	22	28	52	23	50	15	4	3	54	10	62	6	31	24	44	55	7	45	8	
13	6	76	11	5	20	55	24	9	14	17	10	15	4	3	41	19	60	7	70	54	18	27	103	8	58	59	
40	39	11	42	38	116	34	25	10	36	43	72	37	3	23	13	29	6	12	58	17	65	4	7	18	5	9	
24	5	23	68	15	4	22	78	33	6	12	34	13	14	49	48	8	3	65	21	47	7	31	9	38	32	61	
38	37	54	3	45	42	5	17	23	48	43	28	29	30	9	19	11	8	39	4	6	64	10	12	7	21	22	
10	15	9	20	25	14	67	30	8	19	21	31	32	33	24	27	5	3	11	26	41	22	29	4	12	7	62	
12	11	37	15	10	20	48	4	7	14	16	8	9	53	95	19	55	31	29	18	5	3	54	80	6	59	35	
23	22	26	28	5	13	25	10	37	27	6	38	7	8	4	12	16	3	24	31	11	15	9	33	77	36	60	
109	5	49	25	56	4	30	39	61	63	24	54	55	10	9	19	13	3	6	18	31	77	12	34	7	60	94	
48	9	32	43	8	12	31	21	16	52	44	22	53	6	5	11	24	4	10	30	17	23	26	20	3	27	57	
13	5	12	4	16	25	92	44	11	14	3	56	15	19	28	7	31	37	6	23	192	35	30	8	62	9	10	
5	9	4	8	26	48	37	18	3	7	27	19	40	25	24	53	16	63	10	29	36	15	42	17	11	94	31	
21	38	9	79	65	37	14	60	5	39	58	90	40	72	64	24	122	36	10	174	6	59	41	25	7	26	3	
3	10	14	23	28	6	13	32	21	36	47	22	41	103	27	5	105	17	4	7	33	58	42	31	16	124	81	
7	6	11	13	69	5	10	29	22	12	59	52	60	26	25	4	54	115	9	105	3	53	28	19	87	20	21	
45	26	11	60	21	15	78	3	10	41	16	4	5	24	20	28	7	14	12	51	77	32	6	8	13	9	53	
28	66	27	65	46	13	72	8	22	29	14	9	15	3	41	38	17	6	37	47	23	10	4	7	24	5	20	
6	5	39	54	15	4	8	26	78	46	53	11	103	71	14	24	13	3	7	32	9	12	35	25	28	73	74	
30	29	8	52	21	43	23	7	13	19	51	104	20	62	5	15	4	26	9	22	14	56	3	16	10	57	11	
147	146	3	5	85	17	7	34	27	4	113	8	114	54	24	14	16	20	13	6	35	29	25	15	19	26	60	
72	56	35	12	10	6	14	31	142	57	7	15	8	9	27	37	21	5	36	13	117	3	28	20	18	4	25	
19	18	11	17	91	6	13	10	28	30	7	16	8	3	85	80	5	24	12	26	14	31	4	68	23	69	66	
136	7	11	24	6	125	13	19	10	86	23	16	17	51	5	43	45	4	8	25	14	57	18	30	3	31	27	
17	28	16	27	13	46	15	95	24	18	100	57	19	41	5	4	7	11	29	3	118	64	6	22	44	10	61	
14	28	13	104	24	5	7	35	10	29	39	36	30	52	23	16	46	4	15	6	8	34	41	17	9	3	19	
49	15	48	53	118	4	27	20	8	93	5	9	10	35	18	3	24	13	16	26	21	6	11	23	32	7	64	
12	36	11	15	21	33	68	10	6	14	22	7	8	26	20	32	24	19	88	3	42	23	9	81	4	82	5	
22	13	10	12	4	28	60	35	9	11	5	18	19	3	40	85	39	27	24	29	89	6	38	34	25	7	8	
27	31	26	30	73	41	3	13	25	29	42	8	15	16	11	56	10	20	33	118	4	9	12	99	36	18	19	
3	26	9	45	6	25	8	39	43	4	69	21	5	31	17	12	24	16	11	7	40	114	23	13	41	14	15	
26	6	35	14	9	5	53	34	12	7	18	13	8	58	71	161	38	4	93	10	49	21	47	33	11	22	3	
25	47	24	37	5	9	11	15	42	44	6	36	32	33	4	3	8	87	27	10	12	7	34	14	83	41	84	
42	4	13	24	18	3	15	12	33	5	19	16	6	21	58	26	113	10	14	25	37	48	7	11	32	8	9	
79	53	9	55	16	31	18	4	8	10	91	5	20	49	15	14	25	30	96	17	13	6	3	26	110	7	87	
90	17	93	7	16	13	9	5	34	3	14	6	15	26	74	36	28	12	39	8	10	4	27	72	11	33	41	
70	47	7	46	10	54	21	19	6	8	11	17	9	28	27	106	13	26	48	32	3	12	37	14	4	15	5	
8	7	48	3	37	6	44	23	105	12	21	45	69	36	35	5	52	16	49	4	24	13	71	51	57	14	15	
11	20	10	62	19	28	14	9	24	21	29	25	39	7	3	73	5	17	13	72	15	22	4	74	16	23	83	
6	32	5	31	29	42	4	54	11	33	30	24	39	28	27	18	26	61	3	35	12	25	40	19	9	20	10	
30	20	29	9	7	48	11	24	3	21	8	4	5	6	18	15	17	87	31	10	46	66	23	16	35	41	60	
44	5	24	4	13	31	7	23	27	45	47	3	17	41	12	21	30	11	6	14	65	9	127	22	26	10	38	
80	8	18	24	7	4	39	36	17	62	5	43	6	34	21	10	32	3	9	25	40	72	35	31	14	85	15	
56	12	55	9	17	23	19	48	7	13	10	8	16	27	26	25	80	22	52	3	20	47	28	63	4	29	5	
5	4	58	8	11	3	26	38	24	7	9	27	10	78	36	43	18	21	64	53	25	17	37	19	67	20	33	
12	11	122	10	15	8	154	111	75	13	9	112	14	18	24	41	23	3	40	53	76	33	22	4	62	5	6	
17	27	16	10	90	8	3	32	15	18	9	4	85	62	61	30	60	7	23	11	51	5	64	31	12	6	13	
38	37	6	83	13	43	8	5	64	3	51	48	11	12	16	15	33	55	7	14	30	4	68	32	72	53	54	
167	9	15	46	25	8	11	20	14	48	42	45	55	40	24	23	50	7	10	26	12	43	102	3	13	4	5	
17	23	16	91	55	22	19	7	12	57	49	8	9	28	27	21	30	5	18	39	13	50	3	6	14	4	35	
11	49	10	13	4	60	9	24	7	12	37	17	30	31	3	54	19	70	42	5	8	18	21	23	6	39	111	
36	40	12	61	19	39	14	27	11	41	20	3	4	25	108	38	30	8	13	67	15	29	5	9	68	6	7	
56	13	9	26	12	22	24	16	8	10	30	17	11	35	34	46	120	21	66	23	45	15	119	47	3	19	4	
16	22	5	24	12	30	4	126	8	18	25	9	10	11	47	62	29	46	6	3	44	51	28	53	7	54	33	
54	43	3	17	38	15	5	108	9	44	16	57	84	85	28	11	20	14	4	39	10	19	29	12	8	13	23	
4	3	22	24	59	7	43	21	132	23	8	30	9	10	18	6	66	14	5	42	44	28	12	15	39	13	33	
20	19	32	15	76	13	4	24	31	21	14	67	22	72	7	6	12	10	3	16	5	34	8	11	26	9	85	
29	28	4	37	20	27	22	14	3	5	36	32	6	7	19	39	34	12	16	21	149	33	8	13	17	9	10	
7	23	6	3	22	42	5	30	15	8	10	31	55	19	18	17	41	28	24	4	16	82	40	29	13	58	14	
8	26	7	3	48	23	36	6	14	9	4	15	16	17	41	22	40	46	35	89	12	5	18	39	13	19	129	
102	42	5	7	41	28	90	12	4	6	54	95	40	58	57	18	56	10	35	8	17	15	63	11	9	50	3	
5	4	14	69	3	26	29	10	17	8	46	11	42	43	136	52	23	21	15	61	18	9	49	22	16	32	20	
36	35	25	11	34	9	20	4	41	26	10	5	6	131	56	106	8	55	37	19	30	3	7	92	38	89	39	
40	5	39	4	9	46	21	29	15	6	47	3	7	8	84	11	45	107	129	10	30	28	44	12	25	13	14	
16	15	30	115	71	14	24	8	3	87	139	9	10	11	27	26	13	6	18	23	4	88	12	7	5	89	20	
60	59	4	54	11	79	38	3	19	48	12	20	40	9	8	32	25	7	5	28	15	13	41	104	6	76	17	
9	8	20	14	31	7	17	36	28	21	13	29	30	137	34	11	6	4	10	32	18	22	35	5	51	23	3	
5	14	4	11	74	58	3	50	8	10	12	30	72	73	48	57	47	45	6	23	39	108	49	46	7	119	120	
72	3	58	5	12	24	75	33	57	4	29	83	27	31	8	7	10	19	74	6	34	15	9	17	92	18	41	
3	36	24	32	45	15	6	11	48	37	16	7	17	18	44	34	9	27	5	29	54	8	22	10	26	71	75	
35	6	34	84	9	5	23	38	21	7	10	65	8	133	43	4	16	14	59	3	22	37	12	15	19	13	20	
9	8	19	7	5	15	18	37	43	80	6	3	4	73	67	113	33	14	12	28	77	65	32	34	13	82	83	
20	19	49	62	26	10	5	35	3	22	27	6	7	24	78	17	9	38	58	11	4	47	8	34	12	40	13	
36	24	35	14	23	6	34	28	17	25	7	21	22	79	73	140	9	5	33	15	18	8	27	10	16	3	4	
13	12	29	119	19	11	56	36	28	30	67	37	68	5	4	3	10	17	14	26	184	31	9	23	15	32	16	
19	9	6	8	33	17	11	38	5	7	141	39	60	32	31	16	23	30	10	25	12	22	3	37	13	4	89	
46	9	19	31	22	8	34	4	44	20	80	35	21	67	54	65	14	7	10	38	5	42	3	13	6	43	49	
10	3	65	42	54	8	35	33	17	12	48	18	19	20	38	5	7	82	4	30	34	13	23	6	72	14	15	
64	7	99	9	6	62	18	16	3	8	96	4	5	14	13	12	29	21	11	60	17	38	15	28	20	24	25	
15	54	14	41	72	47	17	13	111	56	42	23	79	30	5	4	7	11	16	3	118	24	6	12	45	10	26	
59	45	58	37	9	27	32	13	30	60	75	14	15	16	8	11	3	24	46	10	31	68	19	4	29	20	21	
21	4	20	3	26	14	104	29	19	5	7	50	51	25	24	23	58	13	22	11	30	28	52	32	12	53	54	
80	11	67	13	4	18	62	33	44	12	5	34	30	3	9	17	24	8	81	16	50	6	32	23	43	7	94	
26	21	43	33	24	4	64	51	7	22	32	8	9	10	117	39	12	3	38	5	76	50	11	13	6	16	17	
17	16	10	15	5	26	67	20	9	11	14	30	12	64	4	3	35	25	22	6	47	19	114	34	7	32	8	
78	97	20	39	16	29	65	46	10	21	30	11	12	54	7	109	14	6	79	17	3	22	8	24	4	9	5	
3	6	70	5	24	29	12	69	19	4	22	13	23	49	40	56	37	28	16	11	45	139	36	38	17	52	18	
24	11	4	19	14	10	3	47	67	5	18	68	6	7	27	16	9	99	25	15	71	69	8	38	66	84	106	
40	33	9	19	17	6	8	38	57	34	18	73	35	36	13	25	15	5	10	7	24	70	14	26	3	29	4	
30	29	64	109	20	25	17	15	11	34	21	18	19	135	48	13	24	55	53	46	12	35	3	14	54	4	5	
90	49	44	48	20	7	43	41	12	50	21	13	55	19	18	3	15	6	45	8	42	14	26	4	9	5	10	
39	11	5	10	31	21	60	8	4	6	84	9	34	35	18	41	20	17	40	22	15	7	19	93	16	3	24	
20	14	26	16	13	78	28	7	4	15	17	5	58	70	12	23	87	11	22	79	47	6	36	24	31	3	32	
120	37	99	36	73	8	79	34	5	38	255	19	84	139	14	7	86	13	89	9	6	20	15	11	3	12	4	
13	12	3	5	59	11	7	22	65	4	45	8	20	50	58	32	10	27	14	6	16	9	21	86	107	26	41	
19	84	11	23	35	32	10	5	8	22	24	3	34	38	14	13	31	43	12	45	6	4	15	50	7	16	91	
8	35	7	55	40	15	17	44	6	42	80	38	39	24	23	10	3	14	9	16	18	43	25	4	19	5	13	
58	49	31	4	24	37	26	13	19	3	38	69	66	23	11	6	40	10	32	5	14	39	12	7	15	8	9	
61	54	35	19	17	50	56	34	13	36	18	14	15	9	5	4	7	42	3	38	57	21	6	23	58	11	12	
67	21	4	56	11	24	16	65	3	60	12	42	13	37	7	6	9	99	5	15	17	61	8	47	29	39	40	
5	4	8	114	16	3	7	41	49	10	90	44	11	12	15	52	14	23	6	30	42	45	13	24	21	25	22	
99	14	19	7	3	13	5	34	18	15	8	6	26	27	23	32	22	12	100	4	31	9	28	33	74	10	11	
14	7	66	70	12	6	17	22	26	69	36	20	37	112	11	34	61	5	8	3	18	21	55	30	4	25	171	
26	15	30	9	14	49	7	5	29	55	10	8	3	36	13	119	12	22	16	20	6	11	4	97	21	38	39	
54	29	3	21	6	19	8	46	24	4	20	25	5	27	13	10	12	18	30	7	9	49	14	11	23	15	16	
61	39	6	15	69	18	29	9	5	7	70	10	11	32	35	17	34	55	62	3	23	8	12	21	4	26	58	
101	11	25	3	28	10	24	6	41	26	4	7	27	15	14	13	9	54	12	20	48	5	16	39	108	40	61	
3	27	164	26	20	9	36	47	24	4	59	25	60	18	17	29	14	8	28	10	48	5	46	13	11	6	7	
17	44	16	55	12	43	32	15	3	18	13	27	19	9	8	5	7	47	45	49	4	14	29	6	46	69	59	
18	10	49	12	4	9	56	42	36	11	5	67	21	22	3	38	15	8	58	25	37	6	29	39	26	7	134	
5	23	4	57	41	22	7	28	3	24	73	56	74	38	16	46	18	15	6	52	12	25	17	19	10	20	14	
56	77	19	10	8	16	18	13	41	57	9	22	23	7	6	15	64	5	20	17	14	12	24	36	27	32	3	
3	47	31	41	46	7	18	10	30	4	8	40	45	239	14	20	6	13	34	42	11	5	15	21	12	22	186	
75	45	9	41	15	44	84	18	8	46	16	19	49	14	13	43	21	12	10	35	3	17	29	22	4	23	5	
14	13	62	10	8	27	23	61	43	3	9	30	16	17	7	68	19	6	63	22	24	4	18	55	25	5	41	
5	4	13	3	10	46	12	37	70	15	18	71	16	25	9	8	20	79	7	11	95	19	22	41	105	69	106	
9	8	43	100	30	7	3	42	17	40	115	4	36	48	29	89	6	12	10	136	18	5	109	21	11	22	23	
31	30	18	37	5	35	12	17	61	19	36	13	20	4	3	39	15	8	32	6	42	14	21	16	7	60	44	
26	25	46	33	54	24	69	17	31	3	34	32	4	5	11	19	7	10	68	75	18	63	6	8	79	9	14	
7	37	6	27	3	12	5	61	15	9	28	26	29	21	20	34	11	19	39	4	16	10	22	60	14	23	18	
46	20	53	19	26	4	22	68	17	28	5	18	24	25	32	3	7	13	21	15	92	6	33	120	16	11	12	
29	53	28	52	50	12	14	8	23	33	51	9	60	87	40	16	11	3	55	13	15	10	41	4	47	5	36	
71	26	9	25	21	13	23	48	8	72	63	24	3	4	19	79	34	12	10	14	29	64	5	33	11	6	7	
5	4	13	21	3	47	15	12	43	6	10	16	7	8	53	37	94	40	14	22	44	11	55	38	45	39	112	
58	8	11	22	25	7	10	117	29	53	17	30	24	91	75	4	6	89	9	3	14	18	32	5	27	33	28	
97	134	6	24	16	12	3	21	95	23	17	27	28	29	15	14	11	9	7	13	4	18	30	10	8	37	47	
36	18	35	20	51	5	53	12	34	19	49	13	38	9	8	4	40	16	43	3	54	14	11	26	31	15	32	
32	31	22	4	9	12	21	19	38	3	77	54	55	16	8	11	25	7	34	5	20	24	18	36	6	37	67	
18	94	17	3	11	56	27	16	44	20	4	28	5	38	10	36	14	9	33	30	26	13	6	15	46	7	8	
30	29	24	89	14	39	23	21	5	25	15	6	26	13	12	11	51	62	45	66	3	7	50	63	4	8	75	
24	18	13	45	17	116	12	29	6	14	46	30	15	16	21	20	73	81	19	53	7	3	28	40	8	4	5	
45	51	19	47	60	23	15	13	18	46	77	57	58	59	5	35	4	9	20	24	14	66	6	3	17	7	8	
15	9	3	11	8	38	63	101	32	4	12	59	5	6	24	37	26	20	56	36	67	17	25	21	57	18	19	
37	8	60	32	4	11	45	18	30	38	5	31	3	71	21	10	48	16	9	12	19	39	50	17	13	29	14	
3	61	8	51	22	35	37	18	7	4	52	44	21	75	25	16	34	69	102	23	15	5	33	17	28	6	13	
24	23	34	69	5	11	37	19	51	68	70	20	21	16	4	3	10	14	25	6	38	46	9	32	13	30	63	
21	14	5	7	19	13	4	29	73	6	42	30	16	17	35	9	32	12	56	3	45	31	28	10	52	11	61	
106	63	4	58	79	32	3	49	9	5	42	57	6	66	14	31	44	13	11	33	19	43	7	45	12	8	17	
3	20	17	19	11	8	55	53	16	4	9	56	10	42	28	23	27	7	22	12	54	5	29	35	13	6	14	
59	12	78	17	11	55	43	15	5	13	18	16	19	20	10	63	28	9	60	42	6	14	3	29	7	4	8	
5	4	50	3	20	23	34	11	8	92	14	9	18	19	37	22	65	82	6	21	33	10	38	27	7	28	29	
54	95	39	76	68	47	12	24	10	40	66	3	4	42	87	26	60	16	51	48	11	34	5	17	14	6	7	
4	22	3	6	10	21	62	27	33	5	7	28	8	9	15	74	20	14	23	82	61	12	16	19	24	13	84	
11	10	50	9	18	3	26	100	7	14	19	8	15	16	39	71	33	23	70	4	64	32	21	34	5	22	6	
28	27	5	12	17	10	7	55	4	29	11	20	21	53	16	9	15	25	6	18	8	14	54	75	3	41	73	
7	28	6	27	13	17	82	25	5	8	14	26	23	107	12	34	16	11	29	18	73	3	24	40	19	4	55	
